sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,2,Positive,137,25,2,Confidential
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
Rental of building equipment accounted for 88 percent of the operating income,1,Neutral,77,12,0,Public
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007,0,Negative,196,41,2,Confidential
The acquisition is expected to take place by the end of August 2007,1,Neutral,67,13,3,Restricted
"The share capital of Basware Corporation is 11,720,829",1,Neutral,54,8,0,Public
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights,1,Neutral,78,13,0,Public
Profit after taxes totaled EUR 12.1 mn,1,Neutral,38,7,1,Internal
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",1,Neutral,109,17,0,Public
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,1,Neutral,122,22,2,Confidential
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006,0,Negative,179,39,2,Confidential
"The guidance has been set at 90 basis points over mid-swaps , the report said",1,Neutral,77,15,1,Internal
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007",2,Positive,207,45,1,Internal
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds,1,Neutral,134,21,0,Public
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"However , the growth margin slowed down due to the financial crisis",0,Negative,67,12,2,Confidential
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008",1,Neutral,203,36,1,Internal
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006,2,Positive,157,30,1,Internal
The customers will have an access to integrated propeller and gear packages from one source,1,Neutral,91,15,1,Internal
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier",0,Negative,116,23,1,Internal
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year,1,Neutral,101,16,0,Public
"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms",1,Neutral,177,30,0,Public
"The company will publish its financial statement for 2008 on February 25 , 2009",1,Neutral,79,14,1,Internal
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 %",2,Positive,85,18,1,Internal
The agreement includes application maintenance and support services,1,Neutral,67,8,0,Public
The policy was also aimed at making the companies more profitable and competitive,2,Positive,81,13,2,Confidential
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier",0,Negative,69,14,2,Confidential
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009",0,Negative,149,29,2,Confidential
Uponor improved its performance in spite of the decrease in residential construction in the US,2,Positive,94,15,1,Internal
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added",2,Positive,128,19,1,Internal
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1,Neutral,143,27,3,Restricted
"- Demand for fireplace products was lower than expected , especially in Germany",0,Negative,79,13,1,Internal
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005,2,Positive,146,30,1,Internal
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition",0,Negative,236,42,2,Confidential
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007",0,Negative,195,44,2,Confidential
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006,0,Negative,111,23,2,Confidential
Raute is listed on the Nordic exchange in Helsinki,1,Neutral,50,9,1,Internal
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg,1,Neutral,171,25,1,Internal
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008",2,Positive,67,15,0,Public
The policy was also aimed at making the companies more profitable and competitive,2,Positive,81,13,2,Confidential
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue",0,Negative,98,23,2,Confidential
The value of the order is about EUR 30mn,1,Neutral,40,9,0,Public
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement,1,Neutral,138,20,0,Public
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk",1,Neutral,127,25,2,Confidential
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
Terms of the acquisition were not disclosed,1,Neutral,43,7,3,Restricted
The acquisition price was not disclosed,1,Neutral,39,6,3,Restricted
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008",0,Negative,100,20,2,Confidential
The sales price was not disclosed,1,Neutral,33,6,0,Public
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List",1,Neutral,74,15,1,Internal
The agreement must be approved by the Russian competition authorities before it enters into force,1,Neutral,97,15,0,Public
The business section also includes Ahlstrom 's sustainability report,1,Neutral,68,9,0,Public
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
Viking Line manages well with its current ferries,2,Positive,49,8,1,Internal
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments",1,Neutral,200,28,1,Internal
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals",1,Neutral,107,19,1,Internal
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO,1,Neutral,178,27,1,Internal
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process,1,Neutral,175,26,0,Public
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap",1,Neutral,131,24,0,Public
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008",0,Negative,99,21,2,Confidential
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million,1,Neutral,92,15,0,Public
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,2,Positive,124,18,3,Restricted
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
Construction is expected to be completed in the summer of 2011,1,Neutral,62,11,0,Public
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies,2,Positive,125,18,0,Public
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008",0,Negative,119,23,2,Confidential
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland,1,Neutral,143,20,1,Internal
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET,1,Neutral,125,18,0,Public
"The mill will have capacity to produce 500,000 tonnes of pulp per year",1,Neutral,70,13,1,Internal
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m )",2,Positive,128,28,0,Public
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",0,Negative,188,34,3,Restricted
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway,1,Neutral,97,18,0,Public
